Tipo de espacio público,Nombre de espacio público,Estado actual de conservación,Tarea realizada,Área Responsable,Fecha
Paseo y Espacios Públicos,PARQUE FERRI,Bueno,Limpieza,Higiene Urbana,13/08/2024
Paseo y Espacios Públicos,PARQUE FERRI,Bueno,Siembra,Higiene Urbana,13/08/2024
Paseo y Espacios Públicos,PASEO CHILE (Advocaciones),Bueno,Siembra,Higiene Urbana,13/08/2024
Paseo y Espacios Públicos,PASEO CHILE (Advocaciones),Bueno,Desmalezado,Higiene Urbana,12/08/2024
Paseo y Espacios Públicos,PASEO CHILE (Advocaciones),Bueno,Limpieza,Higiene Urbana,12/08/2024
Paseo y Espacios Públicos,PLAZA CENTRAL DEPARTAMENTAL,Bueno,Limpieza,Higiene Urbana,18/08/2024
Paseo y Espacios Públicos,PLAZA CENTRAL DEPARTAMENTAL,Bueno,Limpieza,Higiene Urbana,15/08/2024
Paseo y Espacios Públicos,PLAZA CENTRAL DEPARTAMENTAL,Bueno,Riego ,Higiene Urbana,15/08/2024
Paseo y Espacios Públicos,B° JARDÍN VISTALBA,Bueno,Riego ,Higiene Urbana,15/08/2024
Paseo y Espacios Públicos,B° JARDÍN VISTALBA,Bueno,Limpieza,Higiene Urbana,15/08/2024
Paseo y Espacios Públicos,PLAZA DE LOS BOMBEROS,Bueno,Limpieza,Higiene Urbana,18/08/2024
Paseo y Espacios Públicos,PLAZA MOSCONI,Bueno,Limpieza,Higiene Urbana,10/08/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Siembra,Higiene Urbana,09/08/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Siembra,Higiene Urbana,08/08/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Siembra,Higiene Urbana,07/08/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Limpieza,Higiene Urbana,07/08/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Riego ,Higiene Urbana,06/08/2024
Paseo y Espacios Públicos,PASEO GUEVARA,Bueno,Riego ,Higiene Urbana,06/08/2024
Paseo y Espacios Públicos,PASEO GUEVARA,Bueno,Siembra,Higiene Urbana,06/08/2024
Paseo y Espacios Públicos,PASEO GUEVARA,Bueno,Siembra,Higiene Urbana,05/08/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Siembra,Higiene Urbana,05/08/2024
P.E.S.,RUTA 15 Y VILLANUEVA,Bueno,Desmalezado,Obras y EP,16/08/2024
P.E.S.,RUTA 15 Y VILLANUEVA,Bueno,Mantenimiento de obra,Obras y EP,16/08/2024
P.E.S.,RUTA 15 Y VILLANUEVA,Bueno,Juegos/Deporte,Obras y EP,16/08/2024
P.E.S.,RUTA 15 Y VILLANUEVA,Bueno,Pintura,Obras y EP,16/08/2024
P.E.S.,RUTA 15 Y VILLANUEVA,Bueno,Mantenimiento de texturas,Obras y EP,16/08/2024
P.E.S.,RUTA 15 Y VILLANUEVA,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,16/08/2024
P.E.S.,RUTA 15 Y VILLANUEVA,Bueno,Limpieza,Obras y EP,16/08/2024
P.E.S.,ITALIA Y FFCC,Bueno,Limpieza,Obras y EP,13/08/2024
Rotonda,PINCOLINI,Bueno,Limpieza,Obras y EP,13/08/2024
P.E.S.,PLAZA LAS TINAJAS,Bueno,Limpieza,Obras y EP,13/08/2024
Plazas,PLAZA LAS TINAJAS,Bueno,Limpieza,Obras y EP,13/08/2024
Rotonda,PUL,Bueno,Limpieza,Higiene Urbana y Obras,13/08/2024
Rotonda,UGARTECHE,Bueno,Desmalezado,Delegación,13/08/2024
Rotonda,UGARTECHE,Bueno,Limpieza,Delegación,13/08/2024
Plazas,B° PARQUE DRUMMOND,Bueno,Mantenimiento de obra,Obras y EP,12/08/2024
Plazas,B° PARQUE DRUMMOND,Bueno,Juegos/Deporte,Obras y EP,12/08/2024
Plazas,B° PARQUE DRUMMOND,Bueno,Moviliario urbano,Obras y EP,12/08/2024
Plazas,B° PARQUE DRUMMOND,Bueno,Pintura,Obras y EP,12/08/2024
Plazas,B° PARQUE DRUMMOND,Bueno,Limpieza,Obras y EP,12/08/2024
Rotonda,SAN MARTÍN Y BESARES,Bueno,Desmalezado,Obras y EP,12/08/2024
Rotonda,SAN MARTÍN Y BESARES,Bueno,Mantenimiento de texturas,Obras y EP,12/08/2024
Rotonda,SAN MARTÍN Y BESARES,Bueno,Riego ,Obras y EP,12/08/2024
Rotonda,SAN MARTÍN Y BESARES,Bueno,Recorte de coirones/poda,Obras y EP,12/08/2024
Rotonda,SAN MARTÍN Y BESARES,Bueno,Limpieza,Obras y EP,12/08/2024
Paseo y Espacios Públicos,SAN MARTÍN Y BESARES,Bueno,Desmalezado,Obras y EP,09/08/2024
Paseo y Espacios Públicos,SAN MARTÍN Y BESARES,Bueno,Mantenimiento de texturas,Obras y EP,09/08/2024
Paseo y Espacios Públicos,SAN MARTÍN Y BESARES,Bueno,Riego ,Obras y EP,09/08/2024
Paseo y Espacios Públicos,SAN MARTÍN Y BESARES,Bueno,Recorte de coirones/poda,Obras y EP,09/08/2024
Paseo y Espacios Públicos,SAN MARTÍN Y BESARES,Bueno,Limpieza,Obras y EP,09/08/2024
P.E.S.,SAN MARTÍN Y BESARES,Bueno,Desmalezado,Obras y EP,09/08/2024
P.E.S.,SAN MARTÍN Y BESARES,Bueno,Mantenimiento de texturas,Obras y EP,09/08/2024
P.E.S.,SAN MARTÍN Y BESARES,Bueno,Riego ,Obras y EP,09/08/2024
P.E.S.,SAN MARTÍN Y BESARES,Bueno,Recorte de coirones/poda,Obras y EP,09/08/2024
P.E.S.,SAN MARTÍN Y BESARES,Bueno,Limpieza,Obras y EP,09/08/2024
Rotonda,RUTA 15 Y QUINTANA,Bueno,Desmalezado,Obras y EP,12/08/2024
Rotonda,RUTA 15 Y QUINTANA,Bueno,Pintura,Obras y EP,12/08/2024
Rotonda,RUTA 15 Y QUINTANA,Bueno,Mantenimiento de texturas,Obras y EP,12/08/2024
Rotonda,RUTA 15 Y QUINTANA,Bueno,Riego ,Obras y EP,12/08/2024
Rotonda,RUTA 15 Y QUINTANA,Bueno,Recorte de coirones/poda,Obras y EP,12/08/2024
Rotonda,RUTA 15 Y QUINTANA,Bueno,Limpieza,Obras y EP,12/08/2024
P.E.S.,B° VIÑAS DE VISTALBA (LAS TINAJAS),Bueno,Mantenimiento de obra,Obras y EP,08/08/2024
P.E.S.,B° VIÑAS DE VISTALBA (LAS TINAJAS),Bueno,Juegos/Deporte,Obras y EP,08/08/2024
P.E.S.,B° VIÑAS DE VISTALBA (LAS TINAJAS),Bueno,Pintura,Obras y EP,08/08/2024
P.E.S.,B° VIÑAS DE VISTALBA (LAS TINAJAS),Bueno,Limpieza,Obras y EP,08/08/2024
Plazas,HEROES DE MALVINAS Y CARRODILLA,Bueno,Juegos/Deporte,Obras y EP,08/08/2024
Plazas,HEROES DE MALVINAS Y CARRODILLA,Bueno,Moviliario urbano,Obras y EP,08/08/2024
Plazas,HEROES DE MALVINAS Y CARRODILLA,Bueno,Pintura,Obras y EP,08/08/2024
Plazas,HEROES DE MALVINAS Y CARRODILLA,Bueno,Mantenimiento de texturas,Obras y EP,08/08/2024
Plazas,HEROES DE MALVINAS Y CARRODILLA,Bueno,Limpieza,Obras y EP,08/08/2024
P.E.S.,HEROES DE MALVINAS Y CARRODILLA,Bueno,Limpieza (sopladora),Obras y EP,08/08/2024
P.E.S.,HEROES DE MALVINAS Y CARRODILLA,Bueno,Juegos/Deporte,Obras y EP,08/08/2024
P.E.S.,HEROES DE MALVINAS Y CARRODILLA,Bueno,Moviliario urbano,Obras y EP,08/08/2024
P.E.S.,HEROES DE MALVINAS Y CARRODILLA,Bueno,Pintura,Obras y EP,08/08/2024
P.E.S.,HEROES DE MALVINAS Y CARRODILLA,Bueno,Mantenimiento de texturas,Obras y EP,08/08/2024
P.E.S.,HEROES DE MALVINAS Y CARRODILLA,Bueno,Limpieza,Obras y EP,08/08/2024
Rotonda,BALCARCE,Bueno,Riego ,Obras y EP,08/08/2024
Plazas,PLAZA UGARTECHE,Bueno,Riego ,Higiene Urbana,01/08/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Limpieza,Higiene Urbana,01/08/2024
Paseo y Espacios Públicos,PASEO GUEVARA,Bueno,Corte de verdes,Higiene Urbana,31/07/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Limpieza,Higiene Urbana,31/07/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,30/07/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Desmalezado,Higiene Urbana,30/07/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Recorte de coirones/poda,Higiene Urbana,29/07/2024
Plazas,AROMAS DEL PLATA,Bueno,Desmalezado,Obras y EP,07/08/2024
Plazas,AROMAS DEL PLATA,Bueno,Mantenimiento de obra,Obras y EP,07/08/2024
Plazas,AROMAS DEL PLATA,Bueno,Moviliario urbano,Obras y EP,07/08/2024
Plazas,AROMAS DEL PLATA,Bueno,Pintura,Obras y EP,07/08/2024
Plazas,AROMAS DEL PLATA,Bueno,Mantenimiento de texturas,Obras y EP,07/08/2024
Plazas,AROMAS DEL PLATA,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,07/08/2024
Plazas,AROMAS DEL PLATA,Bueno,Riego ,Obras y EP,07/08/2024
Plazas,AROMAS DEL PLATA,Bueno,Limpieza,Obras y EP,07/08/2024
Plazas,AROMAS DEL PLATA,Bueno,Limpieza,Obras y EP,07/08/2024
Plazas,PLAZA LAS TINAJAS,Bueno,Desmalezado,Obras y EP,07/08/2024
Plazas,PLAZA LAS TINAJAS,Bueno,Mantenimiento de obra,Obras y EP,07/08/2024
Plazas,PLAZA LAS TINAJAS,Bueno,Juegos/Deporte,Obras y EP,07/08/2024
Plazas,PLAZA LAS TINAJAS,Bueno,Iluminación,Obras y EP,07/08/2024
Plazas,PLAZA LAS TINAJAS,Bueno,Moviliario urbano,Obras y EP,07/08/2024
Plazas,PLAZA LAS TINAJAS,Bueno,Pintura,Obras y EP,07/08/2024
Plazas,PLAZA LAS TINAJAS,Bueno,Mantenimiento de texturas,Obras y EP,07/08/2024
Plazas,PLAZA LAS TINAJAS,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,07/08/2024
Plazas,PLAZA LAS TINAJAS,Bueno,Riego ,Obras y EP,07/08/2024
Plazas,PLAZA LAS TINAJAS,Bueno,Recorte de coirones/poda,Obras y EP,07/08/2024
Plazas,PLAZA LAS TINAJAS,Bueno,Limpieza,Obras y EP,07/08/2024
P.E.S.,HEROES DE MALVINAS Y CARRODILLA,Bueno,Desmalezado,Obras y EP,07/08/2024
P.E.S.,HEROES DE MALVINAS Y CARRODILLA,Bueno,Juegos/Deporte,Obras y EP,07/08/2024
P.E.S.,HEROES DE MALVINAS Y CARRODILLA,Bueno,Moviliario urbano,Obras y EP,07/08/2024
P.E.S.,HEROES DE MALVINAS Y CARRODILLA,Bueno,Pintura,Obras y EP,07/08/2024
P.E.S.,HEROES DE MALVINAS Y CARRODILLA,Bueno,Mantenimiento de texturas,Obras y EP,07/08/2024
P.E.S.,HEROES DE MALVINAS Y CARRODILLA,Bueno,Limpieza,Obras y EP,07/08/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Desmalezado,Obras y EP,06/08/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Pintura,Obras y EP,06/08/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Mantenimiento de texturas,Obras y EP,06/08/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Riego ,Obras y EP,06/08/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Recorte de coirones/poda,Obras y EP,06/08/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Limpieza,Obras y EP,06/08/2024
Rotonda,PANAMERICANA Y UGARTE,Bueno,Mantenimiento de obra,Obras y EP,05/08/2024
Rotonda,PANAMERICANA Y UGARTE,Bueno,Iluminación,Obras y EP,05/08/2024
Rotonda,PANAMERICANA Y UGARTE,Bueno,Pintura,Obras y EP,05/08/2024
Rotonda,PANAMERICANA Y UGARTE,Bueno,Mantenimiento de texturas,Obras y EP,05/08/2024
Rotonda,PANAMERICANA Y UGARTE,Bueno,Riego ,Obras y EP,05/08/2024
Rotonda,PANAMERICANA Y UGARTE,Bueno,Limpieza,Obras y EP,05/08/2024
Plazas,B° CORDÓN DEL PLATA,Regular,Corte de verdes,Higiene Urbana,03/07/2024
Plazas,PLAZA UGARTECHE,Regular,Limpieza (sopladora),Higiene Urbana,30/07/2024
Plazas,PLAZA UGARTECHE,Regular,Desmalezado,Higiene Urbana,30/07/2024
Plazas,PLAZA UGARTECHE,Regular,Recorte de coirones/poda,Higiene Urbana,30/07/2024
Plazas,PLAZA MOSCONI,Bueno,Recorte de coirones/poda,Higiene Urbana,24/07/2024
Plazas,PLAZA MOSCONI,Bueno,Limpieza,Higiene Urbana,24/07/2024
Paseo y Espacios Públicos,CICLOVIA PARQUE FERRI,Bueno,Limpieza,Higiene Urbana,23/07/2024
Paseo y Espacios Públicos,PARQUE FERRI,Bueno,Limpieza,Higiene Urbana,23/07/2024
Rotonda,ROTONDA DE LA VIRGEN,Bueno,Limpieza,Higiene Urbana,23/07/2024
Plazas,VIRGEN DE LOURDES,Bueno,Limpieza,Higiene Urbana,26/07/2024
Paseo y Espacios Públicos,PISTA DE MANEJO,Bueno,Limpieza,Higiene Urbana,26/07/2024
Ciclovía,GUARDIA VIEJA (ALMTE BROWN-SAENZ PEÑA),Bueno,Limpieza,Higiene Urbana,26/07/2024
Plazas,VISTA AL ALBA,Bueno,Limpieza,Higiene Urbana,26/07/2024
Rotonda,INMIGRANTE,Bueno,Limpieza,Higiene Urbana,26/07/2024
Paseo y Espacios Públicos,B° JUAN XXIII,Bueno,Limpieza,Higiene Urbana,24/07/2024
Paseo y Espacios Públicos,PASEO MALBEC,Bueno,Limpieza,Higiene Urbana,24/07/2024
P.E.S.,PASEO LENCINAS,Regular,Limpieza,Higiene Urbana,24/07/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,23/07/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,23/07/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,22/07/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,22/07/2024
Paseo y Espacios Públicos,PLAZA DE LOS BOMBEROS,Bueno,Riego ,Higiene Urbana,19/07/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Riego ,Higiene Urbana,19/07/2024
Paseo y Espacios Públicos,PASEO CHILE (Advocaciones),Bueno,Limpieza (sopladora),Higiene Urbana,20/07/2024
Paseo y Espacios Públicos,PASEO CHILE (Advocaciones),Bueno,Limpieza,Higiene Urbana,20/07/2024
Plazas,PLAZA DE LOS ESCRITORES,Bueno,Limpieza,Higiene Urbana,22/07/2024
Ciclovía,GENERAL SAN MARTÍN,Bueno,Limpieza (sopladora),Higiene Urbana,20/07/2024
Paseo y Espacios Públicos,PLAZA CENTRAL DEPARTAMENTAL,Bueno,Desmalezado,Higiene Urbana,19/07/2024
Paseo y Espacios Públicos,PLAZA CENTRAL DEPARTAMENTAL,Bueno,Limpieza,Higiene Urbana,19/07/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,19/07/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,19/07/2024
Plazas,PLAZA DE LOS BOMBEROS,Bueno,Desmalezado,Higiene Urbana,18/07/2024
Plazas,PLAZA DE LOS BOMBEROS,Bueno,Limpieza,Higiene Urbana,18/07/2024
Paseo y Espacios Públicos,PASEO DE LAS ESTACIONES,Bueno,Limpieza,Higiene Urbana,18/07/2024
Paseo y Espacios Públicos,PASEO DE LAS ESTACIONES,Bueno,Desmalezado,Higiene Urbana,18/07/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,18/07/2024
Ciclovía,CHILE (SAENZ PEÑA-VIAMONTE),Bueno,Desmalezado,Higiene Urbana,17/07/2024
Ciclovía,CHILE (SAENZ PEÑA-VIAMONTE),Bueno,Limpieza,Higiene Urbana,17/07/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,17/07/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,17/07/2024
Paseo y Espacios Públicos,RUTA 82 Y CARACOLES,Bueno,Recorte de coirones/poda,Higiene Urbana,16/07/2024
Paseo y Espacios Públicos,RUTA 82 Y CARACOLES,Bueno,Limpieza,Higiene Urbana,16/07/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Desmalezado,Higiene Urbana,16/07/2024
Paseo y Espacios Públicos,ACCESO SUR (CANTERO CENTRAL Y LATERALES),Bueno,Limpieza,Higiene Urbana,16/07/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Limpieza,Higiene Urbana,15/07/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Desmalezado,Higiene Urbana,15/07/2024
Paseo y Espacios Públicos,PARQUE URBANO P.U.L,Bueno,Desmalezado,Higiene Urbana,15/07/2024
Rotonda,ALMIRANTE BROWN Y VIAMONTE,Bueno,Desmalezado,Obras y EP,31/07/2024
Rotonda,ALMIRANTE BROWN Y VIAMONTE,Bueno,Mantenimiento de texturas,Obras y EP,31/07/2024
Rotonda,ALMIRANTE BROWN Y VIAMONTE,Bueno,Riego ,Obras y EP,31/07/2024
Rotonda,ALMIRANTE BROWN Y VIAMONTE,Bueno,Limpieza,Obras y EP,31/07/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Desmalezado,Obras y EP,31/07/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Mantenimiento de texturas,Obras y EP,31/07/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Riego ,Obras y EP,31/07/2024
Rotonda,RUTA 82 Y CARACOLES,Bueno,Limpieza,Obras y EP,31/07/2024
Plazas,PLAZA DE LOS BOMBEROS,Bueno,Riego ,Higiene Urbana,23/07/2024
P.E.S.,CICLOVÍA Y CANAL SECO VIAMONTE (Besares al Norte),Bueno,Desmalezado,Obras y EP,19/07/2024
P.E.S.,CICLOVÍA Y CANAL SECO VIAMONTE (Besares al Norte),Bueno,Mantenimiento de obra,Obras y EP,19/07/2024
P.E.S.,CICLOVÍA Y CANAL SECO VIAMONTE (Besares al Norte),Bueno,Juegos/Deporte,Obras y EP,19/07/2024
P.E.S.,CICLOVÍA Y CANAL SECO VIAMONTE (Besares al Norte),Bueno,Moviliario urbano,Obras y EP,19/07/2024
P.E.S.,CICLOVÍA Y CANAL SECO VIAMONTE (Besares al Norte),Bueno,Pintura,Obras y EP,19/07/2024
P.E.S.,CICLOVÍA Y CANAL SECO VIAMONTE (Besares al Norte),Bueno,Mantenimiento de texturas,Obras y EP,19/07/2024
P.E.S.,CICLOVÍA Y CANAL SECO VIAMONTE (Besares al Norte),Bueno,Aplicación de glifosato/desyuyar,Obras y EP,19/07/2024
P.E.S.,CICLOVÍA Y CANAL SECO VIAMONTE (Besares al Norte),Bueno,Limpieza,Obras y EP,19/07/2024
P.E.S.,ITALIA Y FFCC,Bueno,Desmalezado,Obras y EP,15/07/2024
P.E.S.,ITALIA Y FFCC,Bueno,Mantenimiento de obra,Obras y EP,15/07/2024
P.E.S.,ITALIA Y FFCC,Bueno,Juegos/Deporte,Obras y EP,15/07/2024
P.E.S.,ITALIA Y FFCC,Bueno,Moviliario urbano,Obras y EP,15/07/2024
P.E.S.,ITALIA Y FFCC,Bueno,Pintura,Obras y EP,15/07/2024
P.E.S.,ITALIA Y FFCC,Bueno,Mantenimiento de texturas,Obras y EP,15/07/2024
P.E.S.,ITALIA Y FFCC,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,15/07/2024
P.E.S.,ITALIA Y FFCC,Bueno,Recorte de coirones/poda,Obras y EP,15/07/2024
P.E.S.,ITALIA Y FFCC,Bueno,Limpieza,Obras y EP,15/07/2024
Plazas,B° JARDÍN VISTALBA,Bueno,Limpieza (sopladora),Higiene Urbana,10/07/2024
Plazas,B° JARDÍN VISTALBA,Bueno,Limpieza,Higiene Urbana,10/07/2024
Plazas,B° JARDÍN VISTALBA,Bueno,Desmalezado,Higiene Urbana,10/07/2024
Rotonda,PINCOLINI,Bueno,Desmalezado,Obras y EP,10/07/2024
Rotonda,PINCOLINI,Bueno,Pintura,Obras y EP,10/07/2024
Rotonda,PINCOLINI,Bueno,Mantenimiento de texturas,Obras y EP,10/07/2024
Rotonda,PINCOLINI,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,10/07/2024
Rotonda,PINCOLINI,Bueno,Recorte de coirones/poda,Obras y EP,10/07/2024
Rotonda,PINCOLINI,Bueno,Limpieza,Obras y EP,10/07/2024
Paseo y Espacios Públicos,CALLE PASO (Boulevard Y Laterales),Regular,Desmalezado,Higiene Urbana,05/07/2024
Paseo y Espacios Públicos,CALLE PASO (Boulevard Y Laterales),Regular,Limpieza,Higiene Urbana,05/07/2024
Paseo y Espacios Públicos,CALLE PASO (Boulevard Y Laterales),Regular,Riego ,Higiene Urbana,05/07/2024
Plazas,PLAZA LAS PARRAS,Regular,Limpieza,Higiene Urbana,03/07/2024
Plazas,B° CORDÓN DEL PLATA,Regular,Limpieza,Higiene Urbana,04/07/2024
Rotonda,PASO Y UGARTE,Malo,,Obras y EP,05/07/2024
Rotonda,SAN MARTÍN Y PASO,Malo,,Obras y EP,05/07/2024
Rotonda,PASO Y ALZAGA,Malo,,Obras y EP,05/07/2024
Paseo y Espacios Públicos,PASEO CARRODILLA,Regular,,Obras y EP,05/07/2024
Paseo y Espacios Públicos,"VIRGEN (Callejón de la Virgen, Vistalba)",Regular,,Obras y EP,05/07/2024
Paseo y Espacios Públicos,ESQUINA PUEYRREDON Y VIAMONTE,Regular,,Obras y EP,05/07/2024
Paseo y Espacios Públicos,PASEO LENCINAS,Regular,,Obras y EP,05/07/2024
Paseo y Espacios Públicos,NEW JERSEY (CORREDOR DEL OESTE),Regular,,Obras y EP,05/07/2024
Paseo y Espacios Públicos,PASEO GUEVARA,Regular,,Obras y EP,05/07/2024
Paseo y Espacios Públicos,PUERTO DESEADO (CHILE-JUJUY),Regular,,Obras y EP,05/07/2024
Paseo y Espacios Públicos,PASEO LIBERTAD,Regular,,Obras y EP,05/07/2024
Paseo y Espacios Públicos,ESQUINA VIEYTES Y BOEDO,Regular,,Obras y EP,05/07/2024
Paseo y Espacios Públicos,PASEO MOSCONI,Bueno,Desmalezado,Higiene Urbana y Obras,05/07/2024
Paseo y Espacios Públicos,PASEO MOSCONI,Bueno,Corte de verdes,Higiene Urbana y Obras,05/07/2024
Paseo y Espacios Públicos,PASEO MOSCONI,Bueno,Riego ,Higiene Urbana y Obras,05/07/2024
Paseo y Espacios Públicos,PASEO MOSCONI,Bueno,Limpieza,Higiene Urbana y Obras,05/07/2024
Paseo y Espacios Públicos,PASEO MALBEC,Bueno,Desmalezado,Higiene Urbana y Obras,04/07/2024
Paseo y Espacios Públicos,PASEO MALBEC,Bueno,Corte de verdes,Higiene Urbana y Obras,04/07/2024
Paseo y Espacios Públicos,PASEO MALBEC,Bueno,Riego ,Higiene Urbana y Obras,04/07/2024
Paseo y Espacios Públicos,PASEO MALBEC,Bueno,Limpieza,Higiene Urbana y Obras,04/07/2024
Paseo y Espacios Públicos,MONUMENTO CARRIZAL,Regular,,Obras y EP,04/07/2024
Paseo y Espacios Públicos,MIRADOR RUINAS DE FADER,Regular,,Obras y EP,04/07/2024
Paseo y Espacios Públicos,PASEO DE LAS ESTACIONES,Regular,,Obras y EP,04/07/2024
Paseo y Espacios Públicos,CALLE PASO (Boulevard Y Laterales),Regular,,Obras y EP,04/07/2024
P.E.S.,CATAMARCA Y GASCON,Regular,,Obras y EP,04/07/2024
P.E.S.,OLAVARRÍA Y TERRADA,Regular,,Obras y EP,04/07/2024
P.E.S.,BONARDA Y PARQUE CÍVICO,Regular,,Obras y EP,04/07/2024
P.E.S.,RUTA 15 Y OLAVARRÍA,Regular,,Obras y EP,04/07/2024
P.E.S.,RUTA 16 Y RUTA 61 (Pez Carrizal),Regular,,Obras y EP,04/07/2024
Rotonda,PUL,Bueno,Desmalezado,Obras y EP,03/07/2024
Rotonda,PUL,Bueno,Pintura,Obras y EP,03/07/2024
Rotonda,PUL,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,03/07/2024
Rotonda,PUL,Bueno,Recorte de coirones/poda,Obras y EP,03/07/2024
Rotonda,PUL,Bueno,Limpieza,Obras y EP,03/07/2024
Rotonda,BALCARCE,Bueno,Iluminación,Obras y EP,03/07/2024
Rotonda,BALCARCE,Bueno,Desmalezado,Obras y EP,03/07/2024
Rotonda,BALCARCE,Bueno,Pintura,Obras y EP,03/07/2024
Rotonda,BALCARCE,Bueno,Mantenimiento de texturas,Obras y EP,03/07/2024
Rotonda,BALCARCE,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,03/07/2024
Rotonda,BALCARCE,Bueno,Riego ,Obras y EP,03/07/2024
Rotonda,BALCARCE,Bueno,Recorte de coirones/poda,Obras y EP,03/07/2024
Rotonda,BALCARCE,Bueno,Limpieza,Obras y EP,03/07/2024
Paseo y Espacios Públicos,NEW JERSEY (Calle Paso),Bueno,Desmalezado,Obras y EP,25/06/2024
Paseo y Espacios Públicos,NEW JERSEY (Calle Paso),Bueno,Pintura,Obras y EP,25/06/2024
Paseo y Espacios Públicos,NEW JERSEY (Calle Paso),Bueno,Limpieza,Obras y EP,25/06/2024
Rotonda,BOEDO Y SANDWICH DEL SUR,Bueno,Desmalezado,Obras y EP,14/06/2024
Rotonda,BOEDO Y SANDWICH DEL SUR,Bueno,Mantenimiento de obra,Obras y EP,14/06/2024
Rotonda,BOEDO Y SANDWICH DEL SUR,Bueno,Pintura,Obras y EP,14/06/2024
Rotonda,BOEDO Y SANDWICH DEL SUR,Bueno,Mantenimiento de texturas,Obras y EP,14/06/2024
Rotonda,BOEDO Y SANDWICH DEL SUR,Bueno,Aplicación de glifosato/desyuyar,Obras y EP,14/06/2024
Rotonda,BOEDO Y SANDWICH DEL SUR,Bueno,Limpieza,Obras y EP,14/06/2024
P.E.S.,BOEDO Y SANDWICH DEL SUR,Bueno,Desmalezado,Obras y EP,14/06/2024
P.E.S.,BOEDO Y SANDWICH DEL SUR,Bueno,Mantenimiento de obra,Obras y EP,14/06/2024
P.E.S.,BOEDO Y SANDWICH DEL SUR,Bueno,Juegos/Deporte,Obras y EP,14/06/2024
P.E.S.,BOEDO Y SANDWICH DEL SUR,Bueno,Moviliario urbano,Obras y EP,14/06/2024
P.E.S.,BOEDO Y SANDWICH DEL SUR,Bueno,Pintura,Obras y EP,14/06/2024
P.E.S.,BOEDO Y SANDWICH DEL SUR,Bueno,Mantenimiento de texturas,Obras y EP,14/06/2024
